m.label,n.label,omop_concept_id,complementary
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, unspecified site",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of head, face, and neck",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, intrathoracic lymph nodes",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, intra-abdominal lymph nodes",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of axilla and upper limb",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, intrapelvic lymph nodes",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, spleen",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of multiple sites",,
Primary Malignant Neoplasm Disorder Value Set,"Lymphocyte-rich classical Hodgkin lymphoma, extranodal and solid organ sites",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, unspecified site",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, lymph nodes of head, face, and neck",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, intrathoracic lymph nodes",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, intra-abdominal lymph nodes",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, lymph nodes of axilla and upper limb",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, intrapelvic lymph nodes",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, spleen",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, lymph nodes of multiple sites",,
Primary Malignant Neoplasm Disorder Value Set,"Other classical Hodgkin lymphoma, extranodal and solid organ sites",,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, unspecified site",45600540,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",45561842,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",45571546,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",45571547,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",45566628,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45552296,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",45557022,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, spleen",45571548,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",45581233,
Primary Malignant Neoplasm Disorder Value Set,"Hodgkin lymphoma, unspecified, extranodal and solid organ sites",45576348,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, unspecified site",45557023,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, lymph nodes of head, face, and neck",45532944,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, intrathoracic lymph nodes",45537850,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, intra-abdominal lymph nodes",45542637,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, lymph nodes of axilla and upper limb",45566629,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb",45557024,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, intrapelvic lymph nodes",45590933,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, spleen",45590934,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, lymph nodes of multiple sites",45532945,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade I, extranodal and solid organ sites",45571550,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, unspecified site",45552297,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, lymph nodes of head, face, and neck",45537851,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, intrathoracic lymph nodes",45557025,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, intra-abdominal lymph nodes",45600541,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, lymph nodes of axilla and upper limb",45571551,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",45561843,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, intrapelvic lymph nodes",45576349,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, spleen",45595699,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, lymph nodes of multiple sites",45537852,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade II, extranodal and solid organ sites",45581234,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, unspecified site",45576350,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",45595700,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",45537853,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",45566630,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",45595701,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",45547534,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",45586032,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, spleen",45590935,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",45586033,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites",45571552,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, unspecified site",45561844,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",45552298,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",45542639,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",45547535,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",45532947,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",45595702,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",45581235,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, spleen",45590937,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",45576351,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIa, extranodal and solid organ sites",45557026,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, unspecified site",45586034,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",45542640,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",45605299,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",45532948,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",45600542,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",45542641,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",45566631,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, spleen",45537854,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",45576352,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma grade IIIb, extranodal and solid organ sites",45600543,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, unspecified site",45600544,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",45576354,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",45576355,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",45586035,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",45542642,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",45581236,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",45547536,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, spleen",45537855,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",45537856,
Primary Malignant Neoplasm Disorder Value Set,"Diffuse follicle center lymphoma, extranodal and solid organ sites",45537857,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, unspecified site",45547537,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",45605301,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",45532949,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",45605302,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",45566632,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",45586036,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",45581237,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, spleen",45571553,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",45600545,
Primary Malignant Neoplasm Disorder Value Set,"Cutaneous follicle center lymphoma, extranodal and solid organ sites",45576356,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, unspecified site",45547538,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, lymph nodes of head, face, and neck",45595703,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, intrathoracic lymph nodes",45542643,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, intra-abdominal lymph nodes",45586037,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb",45586038,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",45561845,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, intrapelvic lymph nodes",45542644,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, spleen",45561846,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, lymph nodes of multiple sites",45532950,
Primary Malignant Neoplasm Disorder Value Set,"Other types of follicular lymphoma, extranodal and solid organ sites",45561847,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma, unspecified, unspecified site",45552300,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",45542645,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma, unspecified, intrathoracic lymph nodes",45581238,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma, unspecified, intra-abdominal lymph nodes",45590938,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb",45581239,
Primary Malignant Neoplasm Disorder Value Set,"Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45566633,
